APPLYER_ID,SEX,CERT_TYPE,MARRIAGE_STATUS,AGE,IS_HAS_DRIVING_LICENSE,EDUCATION,IS_OWN_ESTATE,PROPERTY_OWNER,PROPERTY_LOAN,PROPERTY_ADD_TYPE,PROPERTY_LOCATION,INCOME_YEAR,MAIN_INCOME_FROM,CUS_CATEGORY,IDCARD_CHECKFLAG,JOB_INDUSTRY,JOB_POSITION,JOB_MONTH,JOB_COMP_INDUSTRY,Y
5093174,M,IdentityCard,Married,68,Has,AssociateDegree,Y,ApplyerOwn,Y,CurrAddr,Local,100000,Salary,40,Y,,,,,0
5093371,M,IdentityCard,,47,Has,Bachelor,,,,,,100000,,,N,,,,,0
6345855,M,IdentityCard,Single,25,Has,AssociateDegree,Y,,,RegiAddr,Local,80000,Salary,40,Y,,,,,0
6345869,M,IdentityCard,Married,54,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,Clerk,Eployee,93,R,0
6345873,F,IdentityCard,,34,No,Technology,,,,,,0,,,Y,,,,,0
6345878,M,IdentityCard,,50,No,JuniormiddleSchool,,,,,,72000,,,N,,,,,0
6345893,M,IdentityCard,,46,Has,AssociateDegree,,,,,,150000,,,N,,,,,0
7324333,F,IdentityCard,,39,Has,Bachelor,,,,,,60000,,,Y,,,,,0
7324345,F,IdentityCard,,58,No,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
7324350,F,IdentityCard,,55,Has,Master,,,,,,500000,,,Y,,,,,0
7324385,M,IdentityCard,Single,49,Has,AssociateDegree,N,,,,,200000,,,Y,,,,,0
5092382,F,IdentityCard,,38,Has,SeniorMiddleSchool,,,,,,20000,,,Y,,,,,0
5092388,F,IdentityCard,,33,Has,AssociateDegree,,,,,,100000,,,N,,,,,0
5092398,F,IdentityCard,,40,No,AssociateDegree,,,,,,45000,,,Y,,,,,0
5092413,M,IdentityCard,Married,38,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,80000,Salary,40,Y,GovernmentEmployee,Manage,230,S,0
5092447,M,IdentityCard,,42,Has,SecondaryTechnology,,,,,,100000,,,Y,,,,,0
5092452,F,IdentityCard,,28,No,AssociateDegree,,,,,,30000,,,Y,Clerk,Eployee,57,,0
5092453,M,IdentityCard,Married,30,Has,AssociateDegree,N,,,,,60000,Salary,40,Y,Clerk,Eployee,57,S,0
7324615,,,,,,,,,,,,0,,,,,,,,0
7324620,F,IdentityCard,,30,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
7324646,M,IdentityCard,,44,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
7324663,M,IdentityCard,,41,Has,Bachelor,,,,,,80000,,,Y,,,,,0
7324680,F,IdentityCard,,37,No,AssociateDegree,,,,,,60000,,,N,,,,,0
7324687,M,IdentityCard,,67,Has,Bachelor,,,,,,65000,,,Y,Technician,Manage,68,,0
5092686,F,IdentityCard,,39,Has,JuniormiddleSchool,,,,,,100000,,,Y,,,,,0
5092697,M,IdentityCard,,34,Has,AssociateDegree,,,,,,100000,,,N,,,,,0
5092701,F,IdentityCard,,60,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
6347234,M,IdentityCard,Married,37,Has,Bachelor,Y,,,CurrAddr,,150000,,,Y,,,,,0
6347244,F,IdentityCard,Married,35,Has,Bachelor,N,,,,,120000,Salary,30,Y,,,,,0
6347249,F,IdentityCard,,37,Has,Bachelor,,,,,,200000,,,Y,,,,,0
6347258,F,IdentityCard,,41,Has,Bachelor,,,,,,60000,,,Y,,,,,0
6347269,F,IdentityCard,,33,Has,SecondaryTechnology,,,,,,90000,,,Y,,,,,0
6347280,M,IdentityCard,Married,42,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,,,,,0
6347284,M,IdentityCard,,38,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
6347293,M,IdentityCard,Married,36,Has,Bachelor,N,,,,,180000,,,Y,,,,,0
6347305,M,IdentityCard,Single,43,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,,,Y,,,,,0
6347314,F,IdentityCard,,25,No,SecondaryTechnology,,,,,,60000,,,Y,,,,,0
6347322,F,,,,,,,,,,,0,,,N,,,,,0
6347323,M,IdentityCard,Single,29,Has,Bachelor,N,,,,,170000,Salary,40,Y,,,,,0
3945809,F,IdentityCard,,50,No,Technology,,,,,,50000,,,Y,,,,,0
6345910,F,IdentityCard,,33,Has,SecondaryTechnology,,,,,,0,,,Y,,,,,0
6345915,M,IdentityCard,Single,27,Has,AssociateDegree,N,,,,,150000,,,Y,,,,,0
6345918,F,IdentityCard,,32,No,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
6345931,M,IdentityCard,,42,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
3944431,M,IdentityCard,,49,Has,AssociateDegree,,,,,,150000,,,Y,,,,,0
3944448,M,IdentityCard,,35,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
3944462,M,IdentityCard,,34,Has,Bachelor,,,,,,50000,,,Y,,,,,0
3944467,F,IdentityCard,,33,Has,AssociateDegree,,,,,,20000,,,Y,,,,,0
5092730,M,IdentityCard,Married,43,Has,Bachelor,N,,,,,600000,Revenue,10,Y,,,,,0
5092748,F,IdentityCard,Married,33,Has,SeniorMiddleSchool,N,,,,,60000,,,Y,,,,,0
5092766,M,IdentityCard,,38,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
5092770,M,IdentityCard,,34,Has,AssociateDegree,,,,,,200000,,,Y,,,,,0
3945834,F,IdentityCard,,36,No,AssociateDegree,,,,,,10000,,,Y,,,,,0
3945835,M,IdentityCard,Married,36,Has,AssociateDegree,N,,,,Local,60000,,,Y,,,,,0
3945846,F,IdentityCard,,49,Has,AssociateDegree,,,,,,60000,,,Y,Clerk,Eployee,313,,0
3945850,F,IdentityCard,,39,No,Bachelor,,,,,,0,,,N,,,,,0
3945857,M,IdentityCard,Single,31,Has,SecondaryTechnology,N,,,,,100000,,,Y,CommerceService,Seniormanager,68,O,0
3945863,F,IdentityCard,,33,Has,JuniormiddleSchool,,,,,,50000,,,Y,,,,,0
3945871,M,IdentityCard,Married,51,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,Revenue,20,Y,,,,,0
3945879,M,IdentityCard,Married,41,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,Salary,30,Y,,,,,0
3945887,M,,,,,,,,,,,0,,,N,,,,,0
3945890,F,IdentityCard,,38,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
3945900,F,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,70000,,,Y,,,,,0
7325335,M,IdentityCard,Single,25,Has,SeniorMiddleSchool,N,,,,,65000,Revenue,20,Y,,,,,0
7325342,F,IdentityCard,Married,45,Has,Bachelor,N,,,,,90000,,,Y,,,,,0
7323954,M,IdentityCard,,33,Has,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
7323970,M,IdentityCard,,35,Has,AssociateDegree,,,,,,95000,,,Y,,,,,0
7323996,M,IdentityCard,Single,31,Has,AssociateDegree,N,,,,,100000,Salary,40,Y,CommerceService,Eployee,32,C,0
5091980,M,IdentityCard,,45,Has,Bachelor,,,,,,80000,,,Y,,,,,0
5091990,M,IdentityCard,,52,Has,SecondaryTechnology,,,,,,100000,,,Y,,,,,0
5092000,M,,,,,,,,,,,0,,,N,,,,,0
5092003,F,IdentityCard,,31,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
5092013,M,IdentityCard,Married,32,Has,AssociateDegree,Y,AllOwn,Y,CurrAddr,Local,250000,,,Y,,,,,0
5092021,F,IdentityCard,,32,Has,AssociateDegree,,,,,,150000,,,Y,,,,,0
5092068,F,IdentityCard,Married,37,Has,JuniormiddleSchool,N,,,,,50000,,,Y,,,,,0
6346337,F,IdentityCard,Single,28,Has,AssociateDegree,N,,,,,50000,,,Y,,,,,0
6346343,F,IdentityCard,,47,No,SeniorMiddleSchool,,,,,,200000,,,Y,,,,,0
6346348,F,IdentityCard,,33,Has,SeniorMiddleSchool,,,,,,80000,,,Y,,,,,0
6346382,F,IdentityCard,,46,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6346398,F,IdentityCard,,30,No,JuniormiddleSchool,,,,,,50000,,,Y,,,,,0
6346399,M,IdentityCard,Married,30,Has,JuniormiddleSchool,Y,ApplyerOwn,,RegiAddr,Local,50000,,,Y,,,,,0
6346411,M,IdentityCard,Married,51,Has,Bachelor,Y,-,,CurrAddr,Local,60000,,,Y,,,,,0
6346423,F,IdentityCard,Married,31,Has,AssociateDegree,N,,,,,150000,,,Y,,,,,0
3944918,F,,,,,,,,,,,0,,,N,,,,,0
3944930,M,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,0
3944934,F,IdentityCard,,47,Has,AssociateDegree,,,,,,40000,,,N,,,,,0
3944945,F,IdentityCard,,55,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
3944951,M,IdentityCard,Married,45,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,120000,,,Y,,,,,0
3944957,M,IdentityCard,Married,52,Has,SecondaryTechnology,N,,,,,120000,,,Y,,,,,0
3944977,F,IdentityCard,,39,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
3945000,M,IdentityCard,Single,34,Has,Bachelor,N,,,,,120000,,,Y,,,,,0
3945004,F,IdentityCard,Married,33,Has,AssociateDegree,N,,,,,60000,Salary,30,Y,,,,,0
6346641,M,IdentityCard,,38,No,AssociateDegree,,,,,,70000,,,Y,,,,,0
6346645,F,IdentityCard,,44,No,AssociateDegree,,,,,,80000,,,Y,,,,,0
6346651,F,IdentityCard,,34,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
6346666,F,IdentityCard,Married,36,Has,SeniorMiddleSchool,N,,,,,40000,Salary,40,Y,,,,,0
6346687,F,IdentityCard,,36,Has,SeniorMiddleSchool,,,,,,150000,,,Y,,,,,0
6346710,F,IdentityCard,,40,Has,AssociateDegree,,,,,,65000,,,Y,,,,,0
6346731,M,IdentityCard,,30,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
7325386,F,IdentityCard,,35,No,SeniorMiddleSchool,,,,,,0,,,Y,,,,,0
7325406,M,IdentityCard,,32,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
7325410,F,IdentityCard,,58,Has,SeniorMiddleSchool,,,,,,40000,,,Y,,,,,0
5093405,M,IdentityCard,,39,Has,SeniorMiddleSchool,,,,,,72000,,,Y,,,,,0
5093408,M,IdentityCard,,58,No,SeniorMiddleSchool,,,,,,30000,,,Y,,,,,0
5093419,F,IdentityCard,,32,No,AssociateDegree,,,,,,60000,,,N,,,,,0
5093434,F,IdentityCard,,27,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
5093443,M,IdentityCard,,29,Has,AssociateDegree,,,,,,70000,,,Y,,,,,0
5093464,F,IdentityCard,,44,Has,Bachelor,,,,,,60000,,,Y,,,,,0
7324410,,,,,,,,,,,,0,,,,,,,,0
7324414,F,IdentityCard,,51,No,SeniorMiddleSchool,,,,,,40000,,,Y,,,,,0
7324433,M,IdentityCard,,35,Has,Bachelor,,,,,,56000,,,Y,,,,,0
7324437,F,IdentityCard,,54,Has,JuniormiddleSchool,,,,,,10000,,,Y,,,,,0
7324450,F,IdentityCard,Single,30,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,100000,,,N,,,,,0
7324461,F,IdentityCard,,29,Has,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
7324468,F,IdentityCard,Single,47,No,AssociateDegree,N,,,,,40000,,,Y,,,,,0
7324476,F,IdentityCard,,30,Has,Bachelor,,,,,,60000,,,Y,,,,,0
7324495,M,IdentityCard,Single,24,Has,Bachelor,N,,,,,80000,,,Y,,,,,0
7324500,M,IdentityCard,Married,52,Has,SecondaryTechnology,Y,ApplyerOwn,N,CurrAddr,Local,50000,,,N,,,,,0
5092479,F,IdentityCard,,50,Has,SecondaryTechnology,,,,,,40000,,,Y,,,,,0
5092489,M,IdentityCard,,39,Has,AssociateDegree,,,,,,75000,,,Y,,,,,0
5092498,F,IdentityCard,,36,Has,AssociateDegree,,,,,,30000,,,Y,,,,,0
5092525,,MilitaryOfficerCard,,,,,,,,,,0,,,N,,,,,0
3945227,M,IdentityCard,,51,Has,AssociateDegree,,,,,,30000,,,H,,,,,0
3945236,F,IdentityCard,,43,Has,AssociateDegree,,,,,,50000,,,N,,,,,0
3945246,F,IdentityCard,Married,32,Has,Bachelor,N,,,,,50000,Salary,40,Y,,,,,0
3945251,F,IdentityCard,,32,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945253,F,IdentityCard,,49,Has,JuniormiddleSchool,,,,,,30000,,,Y,,,,,0
3945262,M,IdentityCard,,46,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945268,M,IdentityCard,,53,Has,JuniormiddleSchool,,,,,,100000,,,Y,,,,,0
3945273,M,IdentityCard,,29,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945291,F,IdentityCard,,42,Has,AssociateDegree,,,,,,42000,,,Y,,,,,0
3945297,M,IdentityCard,,39,Has,Bachelor,,,,,,80000,,,Y,,,,,0
3945303,M,IdentityCard,Single,34,Has,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,0
7324707,,,,,,,,,,,,0,,,N,,,,,0
7324714,M,IdentityCard,Single,44,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,,,Y,,,,,0
6345944,M,IdentityCard,Single,25,Has,SeniorMiddleSchool,N,,,,,65000,,,Y,,,,,0
6345955,M,IdentityCard,Married,51,Has,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,0
6345957,M,IdentityCard,,35,No,AssociateDegree,,,,,,72000,,,Y,,,,,0
6345966,M,IdentityCard,Single,30,Has,SecondaryTechnology,Y,WithOtherOwn,N,RegiAddr,Local,50000,,,Y,Technician,Manage,80,K,0
6345973,F,IdentityCard,,50,No,JuniormiddleSchool,,,,,,20000,,,Y,,,,,0
6345980,M,IdentityCard,Married,53,Has,Technology,N,,,,,80000,,,Y,,,,,0
6345986,F,IdentityCard,,39,No,SecondaryTechnology,,,,,,0,,,Y,,,,,0
6345995,F,IdentityCard,,31,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
6346020,F,IdentityCard,,43,Has,JuniormiddleSchool,,,,,,30000,,,Y,,,,,0
6346031,F,IdentityCard,,41,Has,AssociateDegree,,,,,,200000,,,Y,,,,,0
6346036,M,IdentityCard,Single,26,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,Revenue,20,Y,,,,,0
3944520,F,IdentityCard,,55,No,AssociateDegree,,,,,,40000,,,Y,,,,,0
3944539,F,IdentityCard,,34,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
3944548,F,,,,,,,,,,,0,,,N,,,,,0
3944551,F,IdentityCard,Married,38,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,0
3944557,M,IdentityCard,,38,,,,,,,,0,,,N,,,,,0
3944560,M,IdentityCard,,38,Has,SecondaryTechnology,,,,,,90000,,,Y,,,,,0
3944567,F,IdentityCard,,35,No,SecondaryTechnology,,,,,,60000,,,Y,,,,,0
3944584,F,IdentityCard,,39,,,,,,,,0,,,N,,,,,0
5092535,M,IdentityCard,Married,48,Has,Technology,N,,,,,100000,,,Y,,,,,0
5092546,F,IdentityCard,,32,No,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
5092557,M,IdentityCard,Married,36,Has,Bachelor,Y,AllOwn,Y,CurrAddr,Local,200000,,,Y,,,,,0
7324744,F,,,,,,,,,,,0,,,N,,,,,0
7324746,M,IdentityCard,Married,31,Has,Bachelor,N,,,,,80000,Salary,40,Y,,,,,0
7324759,M,IdentityCard,Single,40,Has,Bachelor,N,,,,,100000,,,Y,,,,,0
7324764,M,IdentityCard,Married,48,Has,SeniorMiddleSchool,N,ApplyerOwn,N,CurrAddr,Local,200000,,,Y,,,,,0
7324785,M,IdentityCard,Married,38,Has,SeniorMiddleSchool,N,,,,,150000,,,Y,,,,,0
7324790,M,IdentityCard,,45,Has,Bachelor,,,,,,60000,,,Y,,,,,0
5092780,F,IdentityCard,,56,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
5092784,M,IdentityCard,Single,30,Has,SeniorMiddleSchool,N,,,,Local,100000,,,Y,,,,,0
5092793,F,IdentityCard,Married,57,Has,AssociateDegree,Y,AllOwn,N,OtherAddr,Alloparty,120000,,,Y,,,,,0
5092800,M,IdentityCard,,41,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
5092806,F,IdentityCard,Married,52,Has,SecondaryTechnology,N,,,,,200000,Revenue,20,Y,,,,,0
5092810,,,,,,,,,,,,0,,,,,,,,0
5092821,F,IdentityCard,,34,Has,Bachelor,,,,,,80000,,,Y,,,,,0
5092826,M,IdentityCard,,41,Has,AssociateDegree,,,,,,0,,,N,,,,,0
5092842,F,IdentityCard,,34,Has,JuniormiddleSchool,,,,,,50000,,,Y,,,,,0
5092856,M,IdentityCard,,50,No,AssociateDegree,,,,,,36000,,,Y,,,,,0
5092868,M,IdentityCard,,42,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6347340,M,IdentityCard,Married,40,Has,JuniormiddleSchool,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,,,,,0
6347345,M,IdentityCard,Married,43,Has,SeniorMiddleSchool,Y,AllOwn,Y,CurrAddr,Local,300000,Salary,40,Y,,,,,0
6347354,F,IdentityCard,,26,No,SeniorMiddleSchool,,,,,,45000,,,Y,,,,,0
6347358,M,IdentityCard,,50,Has,AssociateDegree,,,,,,90000,,,Y,,,,,0
6347366,M,IdentityCard,,42,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6347385,M,IdentityCard,Married,56,Has,Technology,N,,,,Local,100000,Salary,40,Y,Technician,Eployee,458,C,0
6347417,F,IdentityCard,,46,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6347424,M,IdentityCard,Married,27,Has,SeniorMiddleSchool,N,,,,,50000,,,Y,,,,,0
3945921,F,IdentityCard,,53,Has,SeniorMiddleSchool,,,,,,96000,,,N,,,,,0
3945928,F,IdentityCard,,39,Has,SeniorMiddleSchool,,,,,,80000,,,Y,,,,,0
3945936,F,IdentityCard,,53,No,Bachelor,,,,,,200000,,,Y,,,,,0
3945938,F,IdentityCard,,50,,,,,,,,0,,,N,,,,,0
3945944,M,IdentityCard,Single,31,Has,AssociateDegree,N,,,,Local,50000,,,Y,Other,Seniormanager,67,L,0
3945957,M,IdentityCard,,43,No,Illiterate,,,,,,0,,,N,,,,,0
3945965,M,IdentityCard,,39,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945968,M,IdentityCard,Married,39,Has,JuniormiddleSchool,Y,AllOwn,Y,CurrAddr,Local,250000,,,Y,,,,,0
3945981,F,IdentityCard,,58,,,,,,,,0,,,N,,,,,0
3945982,M,IdentityCard,Married,57,No,Technology,Y,AllOwn,N,CurrAddr,Local,100000,,,Y,,,,,0
3945989,F,IdentityCard,Married,31,Has,AssociateDegree,N,,,,,70000,Revenue,20,Y,,,,,0
3944598,M,IdentityCard,Single,34,Has,SeniorMiddleSchool,N,,,,,50000,,,Y,,,,,0
3944604,M,IdentityCard,Married,41,Has,JuniormiddleSchool,N,,,,,100000,Salary,40,Y,,,,,0
7324012,F,IdentityCard,,34,Has,Bachelor,,,,,,70000,,,Y,,,,,0
7324024,F,IdentityCard,,56,No,PrimarySchool,,,,,,40000,,,Y,,,,,0
7324030,M,IdentityCard,,40,No,AssociateDegree,,,,,,80000,,,Y,,,,,0
7324037,M,IdentityCard,Married,30,Has,SecondaryTechnology,Y,AllOwn,N,RegiAddr,Local,80000,,,Y,,,,,0
7324058,M,IdentityCard,,35,Has,SecondaryTechnology,,,,,,200000,,,Y,,,,,0
7324073,M,IdentityCard,Single,35,Has,Bachelor,N,,,,,1000000,Salary,40,Y,,,,,0
7324087,F,IdentityCard,,35,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
5092077,F,IdentityCard,,32,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
5092091,F,IdentityCard,,52,No,SecondaryTechnology,,,,,,0,,,N,,,,,0
5092094,M,IdentityCard,Married,49,Has,AssociateDegree,N,,,,Local,120000,,,Y,,,,,0
6346452,M,IdentityCard,Married,39,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,70000,Salary,40,Y,,,,,0
6346468,M,IdentityCard,Married,33,Has,AssociateDegree,N,,,,,150000,,,Y,,,,,0
6346481,M,IdentityCard,Single,31,Has,Bachelor,Y,ApplyerOwn,N,OtherAddr,Alloparty,100000,,,Y,,,,,0
6346487,F,IdentityCard,Single,35,Has,AssociateDegree,N,,,,,50000,,,Y,,,,,0
6346504,F,IdentityCard,,38,No,JuniormiddleSchool,,,,,,100000,,,Y,,,,,0
6346508,M,IdentityCard,Married,35,Has,SecondaryTechnology,N,,,,,80000,,,Y,,,,,0
6346527,M,IdentityCard,Married,34,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,0
6346533,M,IdentityCard,Single,35,Has,Bachelor,N,,,,,120000,,,Y,,,,,0
7325446,M,IdentityCard,,44,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
7325456,M,IdentityCard,Married,26,Has,Bachelor,Y,ApplyerOwn,,CurrAddr,Local,60000,,,Y,,,,,0
7325462,M,IdentityCard,,40,Has,Doctor,,,,,,140000,,,Y,,,,,0
7325473,M,IdentityCard,Single,26,Has,AssociateDegree,N,,,,,60000,,,N,,,,,0
7325496,M,IdentityCard,,52,Has,AssociateDegree,,,,,,110000,,,Y,,,,,0
5093481,M,IdentityCard,,39,Has,SecondaryTechnology,,,,,,96000,,,Y,,,,,0
5093486,F,IdentityCard,,32,Has,Bachelor,,,,,,100000,,,Y,,,,,0
5093496,F,IdentityCard,Married,52,Has,SeniorMiddleSchool,N,,,,,80000,,,Y,,,,,0
5093510,F,IdentityCard,,33,Has,Bachelor,,,,,,50000,,,Y,,,,,0
5093515,F,IdentityCard,,33,Has,AssociateDegree,,,,,,200000,,,Y,,,,,0
5093537,M,IdentityCard,,38,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
5093545,M,MilitaryOfficerCard,,33,Has,Bachelor,,,,,,150000,,,N,Clerk,Manage,93,,0
5092105,,,,,,,,,,,,0,,,,,,,,0
5092112,F,IdentityCard,,33,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
5092121,M,IdentityCard,,64,No,SecondaryTechnology,,,,,,75000,,,N,,,,,0
5092126,M,IdentityCard,Married,27,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,10000,,,Y,Other,Seniormanager,117,S,0
5092144,F,IdentityCard,Single,35,Has,Bachelor,N,,,,,150000,,,Y,,,,,0
5092155,M,,,,,,,,,,,0,,,N,,,,,0
5092157,F,IdentityCard,,37,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
5092171,M,IdentityCard,Single,35,Has,AssociateDegree,N,,,,,90000,Salary,40,Y,,,,,0
3945031,M,IdentityCard,Single,36,Has,SeniorMiddleSchool,N,,,,,80000,,,Y,,,,,0
3945038,F,IdentityCard,,37,Has,SecondaryTechnology,,,,,,100000,,,Y,,,,,0
3945042,F,IdentityCard,,43,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945058,F,IdentityCard,,40,No,SeniorMiddleSchool,,,,,,70000,,,Y,,,,,0
3945066,F,IdentityCard,,37,Has,Bachelor,,,,,,70000,,,Y,,,,,0
3945069,F,IdentityCard,Married,39,Has,AssociateDegree,N,,,,Local,100000,,,Y,,,,,0
3945082,F,IdentityCard,Single,34,Has,SecondaryTechnology,Y,ApplyerOwn,N,RegiAddr,Local,50000,,,Y,,,,,0
3945088,M,IdentityCard,Single,33,Has,SecondaryTechnology,N,,,,,100000,,,Y,,,,,0
3945097,F,IdentityCard,,37,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945102,F,IdentityCard,,28,No,Bachelor,,,,,,100000,,,N,,,,,0
3945109,M,IdentityCard,Single,23,Has,SeniorMiddleSchool,N,,,,,50000,Salary,40,Y,,,,,0
3945110,F,IdentityCard,,48,No,SeniorMiddleSchool,,,,,,0,,,Y,,,,,0
7324506,,,,,,,,,,,,0,,,,,,,,0
7324509,F,IdentityCard,,39,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
7324517,M,IdentityCard,Married,39,Has,SecondaryTechnology,N,,,,,80000,,,Y,,,,,0
7324529,M,IdentityCard,Single,27,Has,AssociateDegree,N,,,,,120000,Salary,40,Y,CommerceService,Manage,80,J,0
6346754,M,IdentityCard,Single,31,Has,AssociateDegree,N,,,,,100000,Salary,40,Y,,,,,0
6346764,M,IdentityCard,Married,29,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,0
6346781,F,IdentityCard,,25,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6346788,F,IdentityCard,Single,41,Has,Bachelor,N,,,,,100000,Salary,70,Y,,,,,0
6346821,M,IdentityCard,Single,24,Has,AssociateDegree,N,,,,,250000,Salary,40,Y,,,,,0
6346825,M,IdentityCard,,35,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
6346834,F,IdentityCard,Married,56,Has,Bachelor,N,,,,,100000,,,Y,,,,,0
3945316,M,IdentityCard,,36,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
3945319,F,IdentityCard,,43,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3945323,F,IdentityCard,,29,Has,SeniorMiddleSchool,,,,,,20000,,,Y,,,,,0
3945331,F,IdentityCard,,32,Has,AssociateDegree,,,,,,70000,,,Y,,,,,0
3945374,M,IdentityCard,,53,No,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
3945376,M,IdentityCard,Married,43,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Local,300000,,,Y,,,,,0
3945388,M,IdentityCard,Single,38,Has,AssociateDegree,N,,,,,50000,,,Y,,,,,0
3945400,F,IdentityCard,,49,No,AssociateDegree,,,,,,60000,,,Y,,,,,0
3945404,M,IdentityCard,,34,No,AssociateDegree,,,,,,20000,,,Y,,,,,0
3945409,F,IdentityCard,,32,Has,SeniorMiddleSchool,,,,,,40000,,,Y,,,,,0
5093551,F,IdentityCard,Single,43,Has,Technology,N,,,,,80000,,,Y,,,,,0
5093565,F,IdentityCard,,32,No,JuniormiddleSchool,,,,,,40000,,,Y,,,,,0
6346048,M,IdentityCard,,52,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6346050,F,IdentityCard,,35,No,SecondaryTechnology,,,,,,35000,,,N,,,,,0
6346073,F,,,,,,,,,,,0,,,N,,,,,0
6346080,M,IdentityCard,Married,49,Has,JuniormiddleSchool,Y,AllOwn,Y,CurrAddr,Local,50000,,,N,,,,,0
6346095,F,IdentityCard,,48,Has,AssociateDegree,,,,,,40000,,,N,,,,,0
6346111,F,IdentityCard,,50,Has,SeniorMiddleSchool,,,,,,60000,,,Y,,,,,0
6346128,M,IdentityCard,,31,Has,AssociateDegree,,,,,,70000,,,Y,,,,,0
7324554,M,IdentityCard,Single,25,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,0
7324566,M,IdentityCard,Married,41,Has,AssociateDegree,N,,,,,50000,,,N,,,,,0
7324592,F,IdentityCard,,53,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
7324602,M,IdentityCard,Single,27,Has,JuniormiddleSchool,Y,WithOtherOwn,N,CurrAddr,Local,80000,Salary,40,Y,CommerceService,Manage,59,G,0
5092579,F,IdentityCard,,29,No,AssociateDegree,,,,,,0,,,N,,,,,0
